player_id,player_name,predicted_points,opponent_team_name,opp_dificulty_rating
306,Bates,0.0,Man City,4
307,Ebere,0.0,Man City,4
308,Heath,0.0,Man City,4
309,Metcalfe,0.0,Man City,4
310,Barry,2.0,Man City,4
311,Beto,3.0,Man City,4
312,Y.Chermiti,0.0,Man City,4
313,Sherif,0.0,Man City,4
314,Leno,3.0,Arsenal,5
315,Benda,0.0,Arsenal,5
316,Robinson,1.0,Arsenal,5
317,Andersen,3.0,Arsenal,5
318,Bassey,3.0,Arsenal,5
319,Castagne,3.0,Arsenal,5
320,Diop,0.0,Arsenal,5
321,J.Cuenca,0.0,Arsenal,5
322,Tete,0.0,Arsenal,5
323,Amissah,0.0,Arsenal,5
324,Iwobi,2.0,Arsenal,5
325,Smith Rowe,1.0,Arsenal,5
